Lake_Series,Lake_Name,Date,pH,Contaminants,Bacteria_Level,Temperature,Turbidity,Dissolved_Oxygen,Nitrogen_Levels,Alkalinity_Level,Calcium_Hardness,Magnesium_Hardness,Sodium,Chloride_Levels,Total_Dissolved_Solids,Cadmium,Iron,Lead,Mercury,Zinc,Nitrate,Nitrite,Nickel
Vrishabhavathi Valley,Hosakerehalli Lake,01-05-2020,8.54,135.97,585.99,16.08,3.01,10.59,8.73,164.77,132.43,41.32,21.8,119.02,250.32,0.0042,0.1,0.019,0.0002,0.035,0.35,0.05,0.13
Vrishabhavathi Valley,Hosakerehalli Lake,17-12-2021,8.06,33.42,1347.47,33.87,3.25,13.85,1.69,68.92,44.89,92.48,1.33,212.86,662.96,0.0014,0.1,0.01,0.0002,0.012,1.96,0.06,0.14
Vrishabhavathi Valley,Hosakerehalli Lake,08-11-2020,6.18,52.72,150.33,23.14,6.14,10.3,4.89,118.37,239.74,144.95,53.81,106.54,209.18,0.0033,0.06,0.016,0.0002,0.03,2.5,0.03,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,05-01-2021,6.76,109.76,2432.14,16.34,6.34,11.98,9.1,115.42,230.05,28.91,2.03,246.54,761.72,0.0029,0.02,0.009,0.0002,0.042,1.65,0.09,0.14
Vrishabhavathi Valley,Hosakerehalli Lake,18-10-2022,7.68,79.76,2844.21,14.06,0.53,10.28,0.59,116.19,19.54,52.21,49.02,3.42,506.17,0.0033,0.15,0.006,0.0002,0.029,0.39,0.02,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,09-03-2020,6.26,21.93,1639.84,19.04,5.79,11.41,2.42,78.1,79.78,34.17,25.15,74.73,200.59,0.0045,0.28,0.007,0.0002,0.049,0.81,0.03,0.12
Vrishabhavathi Valley,Hosakerehalli Lake,04-04-2023,7.19,85.87,245.54,12.61,4.83,7.28,2.88,114.58,15.16,62.08,99.39,172.17,326.62,0.0007,0.1,0.01,0.0001,0.004,0.45,0.07,0.12
Vrishabhavathi Valley,Hosakerehalli Lake,09-04-2024,8.59,62.56,1046.38,13.66,5.24,11.08,5.18,186.39,299.74,144.08,71.32,150.56,243.29,0.0021,0.05,0.001,0.0001,0.016,1.08,0.09,0.13
Vrishabhavathi Valley,Hosakerehalli Lake,16-02-2021,8.36,90.72,1370.49,16.44,1.14,6.69,9.69,190.76,30.69,51.37,70.77,45.59,247.95,0.004,0.22,0.014,0.0001,0.027,0.11,0.04,0.1
Vrishabhavathi Valley,Hosakerehalli Lake,21-05-2022,7.57,54.37,224.32,35.56,5.48,8.26,6.12,187.99,261.37,73.59,31.77,161.27,587.72,0.0015,0.16,0.014,0.0002,0.019,2.52,0,0.1
Vrishabhavathi Valley,Hosakerehalli Lake,04-01-2021,7.14,56.5,1175.34,29.08,4.76,4.13,3.62,86.88,79.94,65.91,36.3,155.25,646.49,0.0046,0.07,0.008,0.0002,0.007,2.21,0.09,0.15
Vrishabhavathi Valley,Hosakerehalli Lake,11-04-2021,6.82,98.92,156.33,30.3,2.5,14.59,1.79,63.17,142.63,112.33,11.32,53.04,186.53,0.0038,0.05,0.016,0.0001,0.042,1.29,0.01,0.14
Vrishabhavathi Valley,Hosakerehalli Lake,28-09-2023,6.61,77.77,610.35,32.52,4.69,12.92,5.26,123.48,205.2,40.76,47.62,215.64,851.79,0.0045,0.01,0.015,0.0002,0.007,0.09,0.06,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,08-09-2021,7.01,53.87,1166.73,12.28,1.34,9.72,9.64,79.73,259.79,30.1,27.38,211.94,273.08,0.0042,0.29,0.018,0.0001,0.007,0.63,0.08,0.14
Vrishabhavathi Valley,Hosakerehalli Lake,04-01-2022,8.38,74.86,950.78,22.73,5.38,3.83,9.89,82.09,148.3,45.72,34.32,2.1,112.15,0.0011,0.14,0.006,0.0001,0.007,2.85,0.1,0.12
Vrishabhavathi Valley,Hosakerehalli Lake,30-07-2023,8.44,141.6,503.73,32.71,3.49,11.75,2.7,61.42,188.54,94.79,24.9,93.94,610.47,0.0046,0.12,0.017,0.0002,0.016,0.18,0.09,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,06-01-2022,8.9,126.1,1229.7,32.22,3.31,9.25,0.29,187.28,130.64,6.73,96.43,8.83,36.11,0.0032,0.23,0.017,0.0001,0.004,2.9,0.08,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,31-01-2021,8.19,15.3,688.07,32.25,4.4,7.7,1.65,68.45,237.04,108.27,17.49,89.58,544.72,0.0012,0.18,0.002,0.0001,0.027,0.94,0.07,0.13
Vrishabhavathi Valley,Hosakerehalli Lake,16-11-2021,8.93,89.9,2472.1,15.67,0.78,10.28,1.58,28.84,119.13,144.27,66.21,210.94,665.29,0.0039,0.27,0.011,0.0002,0.042,0.12,0.07,0.12
Vrishabhavathi Valley,Hosakerehalli Lake,18-06-2021,6.81,42.16,1169.31,20.05,5.05,10.48,0.49,181.01,238.62,61.43,41.33,89.8,864.99,0.0042,0.03,0.012,0.0001,0.033,0.87,0,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,26-02-2021,8.71,11.84,600.25,39.54,4.24,12.29,1.48,116.7,99.52,63.05,9.2,169.04,622.28,0.0044,0.27,0.015,0.0001,0.013,0.28,0.06,0.12
Vrishabhavathi Valley,Hosakerehalli Lake,24-05-2024,7.02,148.9,1295.55,14.37,5.93,4.95,9.53,55.89,83.3,38.08,55.06,137.45,36.71,0.003,0,0.008,0.0002,0.044,0.33,0.01,0.13
Vrishabhavathi Valley,Hosakerehalli Lake,28-06-2020,6.83,15.93,2208.71,15.25,1.36,11.71,2.44,116.99,69.48,137.61,72.6,238.93,512.35,0.0025,0.25,0.011,0.0001,0.004,1.58,0.1,0.12
Vrishabhavathi Valley,Hosakerehalli Lake,27-01-2023,7.87,9.33,2976.38,29.39,3.6,7.83,8.53,190.14,62.04,65.16,8.74,117.68,326.72,0.0035,0.29,0.018,0.0001,0.05,1.9,0.07,0.13
Vrishabhavathi Valley,Hosakerehalli Lake,05-03-2023,7.63,148.75,964.86,28.61,1.17,3.51,9.03,42.18,56.48,118.36,31.65,155.27,225.46,0.0038,0.25,0.013,0.0001,0.044,1.5,0.03,0.1
Vrishabhavathi Valley,Hosakerehalli Lake,07-12-2022,7.26,121.79,1258.6,35.15,3.82,6.69,5.35,171.18,205.15,105.7,72.36,134.08,671.65,0.001,0.18,0.018,0.0002,0.006,0.61,0.06,0.14
Vrishabhavathi Valley,Hosakerehalli Lake,14-11-2020,7.27,116.25,1898.2,20.46,0.23,4.7,4.16,68.08,90.41,99.27,13.4,24.71,611.96,0.0013,0.25,0.005,0.0002,0.032,2.86,0.05,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,11-11-2023,7.29,98.45,1654.64,26.47,3.31,11.56,4.99,148.88,123.94,84.43,46.94,182.76,477.67,0.0018,0.08,0.006,0.0001,0.047,1.41,0.06,0.12
Vrishabhavathi Valley,Hosakerehalli Lake,13-01-2023,6.74,120.27,1334.83,10.6,1.02,11.13,7.82,49.84,128.31,55.06,94.97,19.47,702.11,0.0015,0.24,0.017,0.0002,0.011,2.54,0.02,0.11
Vrishabhavathi Valley,Hosakerehalli Lake,18-02-2023,6.04,135.16,2030.87,12.25,2.3,9.28,2.61,124.19,92.85,25.53,78.11,120.49,110.46,0.0005,0.03,0.017,0.0002,0.04,2.37,0.09,0.14
Vrishabhavathi Valley,Hosakerehalli Lake,07-12-2023,8.49,60.45,837.67,11.24,0.93,12.31,4.42,37.22,21.67,142.83,73.25,18.19,283.77,0.0019,0.03,0.013,0.0002,0.046,2.08,0.08,0.13
Vrishabhavathi Valley,Kommaghatta Lake,11-05-2021,6.58,31.87,2632.69,36.66,5.85,9.67,7.6,186.06,160.19,39.68,9.01,16.7,963.43,0.0016,0.3,0.015,0.0002,0.005,0.26,0.08,0.14
Vrishabhavathi Valley,Kommaghatta Lake,23-06-2022,7.32,3.1,2519.65,38.78,4.45,13.31,8.65,198.31,290.79,52.78,91.74,27.42,910.34,0.004,0.24,0.014,0.0002,0.01,2.38,0.07,0.14
Vrishabhavathi Valley,Kommaghatta Lake,31-10-2022,7.57,24.03,694.25,19.35,4.08,5.92,4.18,79.09,199.68,82.68,36.92,124.04,618.95,0.0036,0.2,0.002,0.0001,0.043,1.2,0.05,0.15
Vrishabhavathi Valley,Kommaghatta Lake,27-06-2023,8.23,138.07,1484.02,36.89,2.11,3.26,0.75,72.96,147.56,77.85,10.8,177.02,24.41,0.0047,0.1,0.004,0.0002,0.022,0.48,0.08,0.13
Vrishabhavathi Valley,Kommaghatta Lake,29-05-2021,6.48,80.14,393.71,30.2,2.55,13.41,6.3,186.58,97.94,45.67,3.86,161.56,94.87,0.0043,0.12,0.019,0.0002,0.041,2.73,0.08,0.11
Vrishabhavathi Valley,Kommaghatta Lake,07-07-2023,8.43,69.16,1777.87,35.87,2.67,7.56,2.91,154.99,56.78,70.14,2.61,234.43,719.84,0.0047,0.24,0.003,0.0001,0.015,0.55,0.03,0.14
Vrishabhavathi Valley,Kommaghatta Lake,29-01-2021,6.19,47.65,1121.04,15.74,3.46,11.52,1.84,127.02,93.16,146.06,40.53,80.88,549.17,0.0006,0.15,0.019,0.0001,0.043,2.46,0.08,0.12
Vrishabhavathi Valley,Kommaghatta Lake,17-08-2022,7.76,136.69,256.98,39.43,5.14,13.4,0.47,49.36,270.8,140.28,72.93,105.68,622.78,0.003,0.01,0.01,0.0002,0.035,2.34,0.08,0.13
Vrishabhavathi Valley,Kommaghatta Lake,01-10-2021,7.38,127.02,2891.66,24.35,2.52,10.18,1.63,120.07,33.88,43.41,50.34,89.43,700.16,0.0014,0.18,0.004,0.0001,0.003,0.49,0.03,0.12
Vrishabhavathi Valley,Kommaghatta Lake,21-12-2023,7.91,36.55,832.85,37.28,1.43,8.22,7.66,192.24,119.52,13.3,39.3,231.87,171.66,0.0011,0.02,0.019,0.0001,0.007,1.07,0.07,0.12
Vrishabhavathi Valley,Kommaghatta Lake,15-10-2022,8.12,15.18,130.03,11.06,5.03,6.48,3.49,145.53,31.37,119.03,95.53,196.82,86.49,0.0028,0.1,0.001,0.0001,0.029,2.5,0.03,0.13
Vrishabhavathi Valley,Kommaghatta Lake,02-07-2023,8.72,60.12,135.65,19.32,2.49,3.6,1.29,42.87,154.3,90.04,33.81,157.81,257.24,0.0037,0.05,0.006,0.0002,0.036,2,0.04,0.14
Vrishabhavathi Valley,Kommaghatta Lake,23-08-2022,8.51,82.07,2327.45,19.23,2.74,9.87,2.02,96.31,231.07,129.84,97.99,12,80.08,0.0042,0.17,0.004,0.0001,0.019,2.4,0.05,0.14
Vrishabhavathi Valley,Kommaghatta Lake,23-09-2020,6.7,32.78,447.67,37.45,5.73,12.62,2.73,110.75,54.93,141.15,24.95,101.87,761.3,0.002,0.14,0.01,0.0002,0.016,2.65,0.06,0.11
Vrishabhavathi Valley,Kommaghatta Lake,05-04-2023,8.02,37.68,689.95,27.84,2.48,5.62,6.99,54.56,179.02,31.9,51.17,195.81,50.11,0.0003,0.06,0.016,0.0002,0.033,1.84,0.04,0.13
Vrishabhavathi Valley,Kommaghatta Lake,18-01-2020,7.58,61.21,473.89,17.66,6.29,12.21,0.93,160.24,293.72,54.12,8.05,177.6,929.44,0.001,0.16,0.003,0.0001,0.021,2.46,0.03,0.12
Vrishabhavathi Valley,Kommaghatta Lake,27-11-2021,7.94,112.6,922.04,30.06,3.32,8.38,0.84,35.06,167.02,127.28,61.42,27.93,697.04,0.0011,0.26,0.019,0.0002,0.011,1.31,0.1,0.1
Vrishabhavathi Valley,Kommaghatta Lake,09-01-2021,6.45,4.87,2408.59,19.12,6.26,14.89,4.11,103.43,47.32,30.8,85.86,113.12,804.42,0.0006,0.16,0.018,0.0002,0.011,1.38,0.02,0.11
Vrishabhavathi Valley,Kommaghatta Lake,01-05-2020,7.31,57.26,1723,31.9,3.13,12.34,6.41,34.07,100.99,62.73,20.53,46.23,5.17,0.0016,0.08,0.008,0.0001,0.02,2.73,0.09,0.13
Vrishabhavathi Valley,Kommaghatta Lake,27-10-2022,7.8,106.83,1431.77,38.95,5.15,11.89,4.85,63.36,193.19,147.79,39.7,167.3,849.87,0.0048,0.06,0.014,0.0002,0.045,2.37,0.05,0.13
Vrishabhavathi Valley,Kommaghatta Lake,01-07-2023,7.88,75.69,162.31,22.38,2.92,12.67,6,158.19,47.18,2.7,79.15,40.56,906.48,0.0006,0.26,0.015,0.0001,0.009,0.62,0.03,0.14
Vrishabhavathi Valley,Kommaghatta Lake,05-02-2021,8.82,61.99,1279.62,37.42,2.38,10.35,8.75,189.76,30.85,25.6,33.84,34.27,24.73,0.0035,0.3,0.002,0.0001,0.021,2.87,0.07,0.12
Vrishabhavathi Valley,Kommaghatta Lake,09-08-2021,8.82,58.96,1863.01,12.52,0.93,8.77,0.4,89.27,30,130.75,52.33,139.68,886.2,0.0015,0.1,0.013,0.0002,0.03,1.78,0.08,0.12
Vrishabhavathi Valley,Kommaghatta Lake,10-03-2020,8,40.13,1274.62,36.59,5.42,3.66,5.79,175.55,92.47,47.09,74.07,242.68,996.89,0.0031,0.15,0.015,0.0001,0.023,2.89,0.02,0.1
Vrishabhavathi Valley,Kommaghatta Lake,19-12-2023,7.71,96.27,1907.26,13.24,6.75,5.69,6.7,130.23,37.61,111.3,18.95,169.52,369.64,0.0034,0.11,0.004,0.0001,0.023,1.93,0.05,0.13
Vrishabhavathi Valley,Kommaghatta Lake,13-01-2023,6.12,34.39,684.83,37.75,1.28,9.74,5.32,134.43,79.24,32.55,65.85,231.58,394.88,0.0028,0.01,0.017,0.0002,0.023,0.3,0.07,0.1
Vrishabhavathi Valley,Kommaghatta Lake,10-09-2022,6.18,60.8,2721.9,30.51,1.09,12.89,7.1,135.66,170.49,103.25,70.8,74.36,157.91,0.0004,0.19,0.008,0.0001,0.038,1.53,0.07,0.13
Vrishabhavathi Valley,Kommaghatta Lake,15-11-2021,8.24,111.42,384.59,24.73,2.54,8.73,3.31,85.22,226.53,91.36,30.8,158.93,108.12,0.0004,0.06,0.002,0.0002,0.031,0.82,0.01,0.1
Vrishabhavathi Valley,Kommaghatta Lake,18-11-2022,6.71,120.39,275.65,16.37,3.26,11.12,5.55,119.7,111.5,77.22,70.77,11.53,486.43,0.0025,0.11,0.018,0.0001,0.031,2.91,0.06,0.15
Vrishabhavathi Valley,Kommaghatta Lake,15-04-2021,7.46,147.67,1119.05,11.13,5.53,9.03,0.94,88.16,232.7,107.77,35.69,57.46,456.68,0.0025,0.25,0.006,0.0002,0.018,0.13,0.03,0.1
Vrishabhavathi Valley,Kommaghatta Lake,11-04-2020,8.04,52.34,2639.84,10.75,6.57,11.09,4.86,95.19,76.25,127.25,41.39,63.75,935.99,0.0024,0.2,0.002,0.0002,0.006,1.4,0.02,0.14
Vrishabhavathi Valley,Kommaghatta Lake,17-04-2022,6.18,70.53,97.33,28.62,2.95,14.53,1.94,162.04,21.5,57.62,77.54,46.04,593.72,0.0033,0.28,0.019,0.0002,0.03,2.57,0.09,0.13
Vrishabhavathi Valley,Kommaghatta Lake,12-10-2023,8.82,86.49,2060.01,14.97,6.59,4.47,8.01,172.28,226.45,62.6,90.51,94.77,656.56,0.0003,0.2,0.019,0.0002,0.019,1.99,0.09,0.1
Vrishabhavathi Valley,Kommaghatta Lake,11-07-2020,7.26,81.53,1322.08,32.82,0.52,9.45,0.91,20.07,104.02,25,72.09,31.99,394.5,0.0013,0.25,0.02,0.0002,0.039,0.95,0.07,0.15
Vrishabhavathi Valley,Kommaghatta Lake,14-06-2021,6.44,43.24,2915.75,13.23,2.68,4.78,0.91,183.3,161.05,1.59,48.98,112.93,854.1,0.0025,0.06,0.007,0.0002,0.044,2.46,0.07,0.13
Vrishabhavathi Valley,Kommaghatta Lake,08-03-2022,7.14,146.66,882.46,35.09,5.85,4.61,6.62,68.11,242.46,45.6,0.85,238.91,808.66,0.0042,0.3,0.006,0.0001,0.036,0.79,0.04,0.11
Vrishabhavathi Valley,Kommaghatta Lake,11-09-2023,8.23,90,1850.28,34.23,4.14,5.71,3.01,94.82,225.71,118.72,66.5,48.75,544.21,0.0042,0.06,0.013,0.0002,0.05,1,0.04,0.14
Vrishabhavathi Valley,Kommaghatta Lake,22-05-2024,7.54,149.47,1348.53,17.22,4.51,9.63,2.86,171.89,150.78,17.14,63.88,159.19,512.61,0.0024,0.27,0.019,0.0001,0.008,2.24,0.06,0.12
Vrishabhavathi Valley,Kommaghatta Lake,23-09-2023,7.15,52.82,1196.18,21.57,1.21,11.17,7,62.28,23.98,8.2,64.23,48.26,663.66,0.0035,0.04,0.009,0.0001,0.005,2.94,0.01,0.1
Vrishabhavathi Valley,Kommaghatta Lake,09-01-2022,6.15,3.89,2990.81,20.48,1.5,8.94,6.82,67.17,123.13,22.78,67.96,210.97,16.22,0.0034,0.09,0.016,0.0001,0.042,0.95,0.03,0.14
Vrishabhavathi Valley,Kommaghatta Lake,13-12-2021,8.07,58.11,2808.63,28.82,2.67,13.43,9.69,33.7,290.94,105.79,89.52,62.29,329.1,0.0032,0.11,0.005,0.0001,0.033,1.21,0.08,0.15
Vrishabhavathi Valley,Kommaghatta Lake,13-03-2021,6.48,30.84,2949.69,15.37,6.7,9.91,3.63,84.74,150.63,135.33,96.7,43.84,625.16,0.0018,0.26,0.001,0.0002,0.026,1.74,0.07,0.14
Vrishabhavathi Valley,Kommaghatta Lake,20-06-2023,8.8,83.88,1524.41,11.74,5.01,3.54,8.97,103.86,18.07,71.83,71.42,230.14,869.63,0.0022,0.17,0.008,0.0002,0.008,2.87,0.04,0.14
Vrishabhavathi Valley,Kommaghatta Lake,30-05-2024,6.99,131.5,2923.18,18.13,5.67,7.47,8.84,64.65,82.43,119.04,72.71,244.04,555.3,0.0041,0.21,0.015,0.0002,0.004,1.8,0.09,0.13
Vrishabhavathi Valley,Kommaghatta Lake,27-09-2023,6.13,22.61,789.37,19.41,0.28,14.38,3.96,122.02,122.03,84.34,5.48,11.45,752.7,0.0031,0.06,0.007,0.0001,0.033,0.35,0.09,0.12
Vrishabhavathi Valley,Kommaghatta Lake,10-01-2023,7.85,116.3,1898.44,37.54,2.71,14.13,0.73,113.38,146.53,13.86,47.32,239.39,183.63,0.0046,0.1,0.012,0.0001,0.033,0.29,0.08,0.14
Vrishabhavathi Valley,Kommaghatta Lake,05-01-2020,7.95,47.86,1194.29,38.22,0.02,13.47,5.45,189.08,77.65,134.24,31.92,242.24,900.07,0.0046,0.21,0.007,0.0001,0.033,2.53,0.02,0.13
Vrishabhavathi Valley,Kommaghatta Lake,20-06-2020,6.9,21.38,1458.59,36.58,0.25,10.09,8.31,41.74,142.75,115.44,64.64,49.81,632.72,0.0019,0.19,0.014,0.0001,0.008,1.84,0.09,0.12
Vrishabhavathi Valley,Kommaghatta Lake,09-04-2024,6.07,112.93,1777.94,38.75,0.16,12.84,9.03,182.13,121.05,20.89,27.24,177.38,805.54,0.004,0.1,0.016,0.0001,0.019,1.28,0.1,0.14
Vrishabhavathi Valley,Kommaghatta Lake,24-08-2020,7.74,67.76,339.09,10.17,3.61,4.54,2.57,102.77,279.45,120.13,73.22,202.34,52.92,0.0038,0.23,0.014,0.0001,0.039,2.8,0.04,0.13
Vrishabhavathi Valley,Kommaghatta Lake,27-04-2024,6.6,115.19,1453.65,33.49,2.21,10.45,0.07,128.7,274.44,117.34,27.3,206.55,207.75,0.0022,0.25,0.014,0.0001,0.035,2.95,0.06,0.12
Vrishabhavathi Valley,Kommaghatta Lake,22-05-2024,7.71,80.32,2759.03,35.26,5.08,11.67,2.03,53.83,229.71,93.58,35.39,181.92,967.89,0.0008,0.19,0.004,0.0002,0.032,2.9,0,0.12
Vrishabhavathi Valley,Kommaghatta Lake,12-02-2021,8.69,110.09,325.84,35.51,1.53,7.85,0.99,20.49,4.85,127.71,96.94,60.03,13.71,0.0012,0.12,0.008,0.0001,0.039,2.33,0.01,0.12
Vrishabhavathi Valley,Kommaghatta Lake,14-07-2021,6.4,82.1,567.54,22.8,2,10.32,7.42,102.68,214.57,64.57,6.8,76.2,495.01,0.0017,0.15,0.009,0.0001,0.028,0.4,0.07,0.1
Vrishabhavathi Valley,Kommaghatta Lake,29-07-2023,6.85,131.65,2538.76,11.88,1.52,13.92,1.54,137.36,242.3,104.57,55.63,221.56,548.5,0.0023,0.05,0.017,0.0001,0.027,2.97,0.05,0.14
Vrishabhavathi Valley,Kommaghatta Lake,18-12-2022,6.04,66.46,1445.92,26,4.78,5.43,2.47,33.16,200.93,7.95,54.94,16.22,673.71,0.0049,0.09,0.002,0.0002,0.003,1.62,0.06,0.14
Vrishabhavathi Valley,Kommaghatta Lake,04-01-2021,6.71,148.07,1112.37,16.54,2.59,6.14,6.73,78.19,177.54,129.81,79.92,128.18,375.67,0.0018,0.09,0.007,0.0001,0.02,2.95,0.03,0.11
Vrishabhavathi Valley,Kommaghatta Lake,11-01-2021,6.66,109.08,2996.65,16,4.63,6.87,4.09,188.04,117.24,28.46,15.11,97.63,394.44,0.0033,0.28,0.015,0.0001,0.042,1.26,0.08,0.11
Vrishabhavathi Valley,Kommaghatta Lake,28-07-2020,7.7,64.93,803.49,29.27,3.53,12.19,7.24,153.8,168.08,147.57,11.03,210.78,889.91,0.0039,0.24,0.003,0.0001,0.006,2.68,0.03,0.12
Vrishabhavathi Valley,Kommaghatta Lake,29-06-2021,7.56,85.13,438.14,22.08,6.6,12.61,1.73,85.12,41.82,53.59,27.63,185.17,860.44,0.0049,0.12,0.002,0.0002,0.023,1.81,0.07,0.13
Vrishabhavathi Valley,Kommaghatta Lake,04-08-2023,7.64,97.69,1297.45,35.44,4.21,4.4,3.28,175.39,204.32,114.91,46.32,100.57,830.62,0.0026,0.27,0.015,0.0002,0.018,1.05,0.07,0.14
Vrishabhavathi Valley,Kommaghatta Lake,19-03-2020,8.83,66.03,1186.5,27.04,3.9,3.45,5.75,21.83,244.79,143.54,78.93,132.76,820.55,0.0028,0.11,0.008,0.0001,0.004,0.85,0.03,0.11
Vrishabhavathi Valley,Kommaghatta Lake,29-05-2023,6.11,74.2,551.94,37.82,1.94,13.79,9.3,122.24,66.58,142.43,66.08,224.61,221.57,0.0004,0.21,0.015,0.0002,0.015,2.71,0.05,0.11
Vrishabhavathi Valley,Kommaghatta Lake,24-05-2022,6.49,85.38,1723.92,13.13,4.84,12.09,3.32,77.27,86.14,147.88,21.15,186.93,947.11,0.0018,0.18,0.017,0.0001,0.004,2.55,0.08,0.13
Vrishabhavathi Valley,Kommaghatta Lake,20-09-2023,8.41,2.12,2654.27,29.42,0.53,14.51,0.91,87.21,294.92,71.69,30.46,224.45,166.14,0.001,0.12,0.019,0.0001,0.046,1.71,0.07,0.11
Vrishabhavathi Valley,Kommaghatta Lake,12-02-2021,8.33,43.59,2767.53,15.62,0.73,14.2,1.9,121.05,20.65,35.94,53.75,85.11,449.53,0.0032,0.2,0.007,0.0001,0.007,2.32,0.03,0.13
Vrishabhavathi Valley,Kommaghatta Lake,18-09-2021,8.96,46.29,2174.46,28.73,2.93,11.94,4.78,90.11,238.27,94.2,42.23,144.28,344.74,0.0041,0.16,0.01,0.0002,0.005,2.14,0.01,0.14
Vrishabhavathi Valley,Kommaghatta Lake,30-05-2021,8.06,145.76,1394.65,31.55,2.06,7.23,5.01,110.82,276.81,56.18,92.19,96.54,449.98,0.0009,0.14,0.018,0.0002,0.006,0.38,0.05,0.13
Vrishabhavathi Valley,Kommaghatta Lake,17-06-2022,8.5,128.59,1080.46,20.47,3.57,11.27,8.05,184.37,23.64,118.3,11.55,156.28,294.3,0.0015,0.06,0.009,0.0001,0.009,0.25,0.06,0.13
Vrishabhavathi Valley,Kommaghatta Lake,30-03-2021,8.73,28.91,2946.33,23.83,2.9,5.79,2.29,129.26,268.58,33.15,6.94,193.82,935.26,0.0038,0.27,0.018,0.0002,0.043,2.81,0.05,0.11
Vrishabhavathi Valley,Kommaghatta Lake,16-11-2023,6.67,48.51,2242.09,16.75,5.08,13.79,2.27,54.02,249.64,75.3,69.99,10.04,531.72,0.0008,0.08,0.013,0.0001,0.004,1.31,0.06,0.15
Vrishabhavathi Valley,Kommaghatta Lake,07-12-2021,6.89,136.83,1466.3,21.94,3.63,14.93,6.12,51.82,130.25,51.38,70.77,47.83,534.34,0.0041,0.17,0.005,0.0002,0.002,1.88,0,0.13
Vrishabhavathi Valley,Kommaghatta Lake,25-12-2021,8.97,34.45,859.89,22.21,2.92,8.66,2.53,154.61,254.43,120.47,81.9,108.47,704.73,0.0026,0.19,0.004,0.0002,0.048,2.51,0.03,0.11
Vrishabhavathi Valley,Kommaghatta Lake,30-04-2024,7.84,120.23,235.73,28.19,3.28,10.31,0.37,70.17,62.52,67.62,5.63,59.25,950.85,0.0014,0.02,0.004,0.0002,0.004,1.88,0.02,0.12
Vrishabhavathi Valley,Kommaghatta Lake,18-12-2022,8.94,65.66,1842.31,37.46,4.69,8.37,8.75,35.57,64.29,142.9,62.63,79.91,207.83,0.0046,0.24,0.002,0.0002,0.025,0.87,0.05,0.13
Vrishabhavathi Valley,Kommaghatta Lake,14-07-2020,7,94.83,2362.86,37.23,4.18,4.7,4.71,111.12,155.2,16.28,41.95,61.87,848.1,0.005,0,0.002,0.0002,0.032,0.69,0.06,0.14
Vrishabhavathi Valley,Kommaghatta Lake,06-04-2024,7.68,103.06,600.24,33.27,1.95,12.22,8.85,154.75,147.34,65.45,42.94,58.64,38.75,0.001,0.14,0.006,0.0001,0.027,1.27,0.06,0.11
Vrishabhavathi Valley,Kommaghatta Lake,06-01-2024,8.7,18.3,320.63,20.78,3.76,11.15,4.99,154.36,186.7,58.26,58.59,94.89,527.6,0.0042,0.11,0.002,0.0002,0.011,0.23,0.05,0.14
Vrishabhavathi Valley,Kommaghatta Lake,21-04-2023,8.59,17.99,553.41,14.72,5.95,11.53,2.15,127.86,199.18,85.23,64.4,115.12,886.27,0.0017,0.09,0.004,0.0002,0.022,2.43,0.08,0.11
Vrishabhavathi Valley,Kommaghatta Lake,14-11-2021,8.09,81.5,1349.15,15.13,1.98,4.2,8.06,174.31,208.64,144.46,35.92,53.59,995.5,0.0047,0.14,0.011,0.0002,0.017,1.52,0.04,0.1
Vrishabhavathi Valley,Kommaghatta Lake,24-09-2023,6.75,122.98,2381.56,12.61,4.87,11.49,5.54,135.67,13.29,55.06,35.87,111.56,461.03,0.0019,0.13,0.004,0.0001,0.034,2.41,0.05,0.15
Vrishabhavathi Valley,Kommaghatta Lake,01-06-2023,7.96,99.87,48.3,28.96,2.97,13.68,8.53,172.92,215.64,101.26,0.78,53.79,87.59,0.0035,0.06,0.005,0.0002,0.043,2.6,0.03,0.14
Vrishabhavathi Valley,Kommaghatta Lake,15-06-2022,6.2,13.51,2509.82,20.06,5.54,9.84,9.63,188,125.28,42.67,0.47,170.2,42.65,0.0032,0.07,0.018,0.0002,0.047,0.2,0.05,0.12
Vrishabhavathi Valley,Kommaghatta Lake,14-03-2023,7.49,4.04,2240.88,13.62,0.9,12.69,0.25,192.9,169.07,92.16,42.7,221.79,849.57,0.0033,0.07,0.01,0.0001,0.047,2.85,0.02,0.11
Vrishabhavathi Valley,Kommaghatta Lake,01-02-2023,8.03,2.86,1222.58,15.23,6.4,11.88,6.79,29.44,165.21,23.36,16.34,126.39,588.09,0.0026,0.12,0.017,0.0001,0.048,0.6,0.08,0.13
Vrishabhavathi Valley,Kommaghatta Lake,05-08-2023,8.61,42.4,588.97,26.42,5.72,7.09,1.94,49.93,142.97,133.34,17.19,139.99,659.18,0.005,0.12,0.018,0.0001,0.031,2.21,0.05,0.1
